,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,logFC,logCPM,F,PValue,FDR
ENSG00000109103.11,UNC119,9094,17,-1,28546708,28552631,0.086687702,4.587065339,0.402676784,0.532790944,0.715444312
ENSG00000109107.14,ALDOC,230,17,-1,28573115,28576948,-0.675382131,5.587395292,11.18811801,0.003174427,0.036259195
ENSG00000109111.15,SUPT6H,6830,17,1,28662198,28702679,0.324582623,7.476128106,3.127125693,0.092012439,0.264266002
ENSG00000109113.20,RAB34,83871,17,-1,28714281,28718429,0.014174079,5.894227489,0.002447453,0.961026459,0.97949655
ENSG00000109118.14,PHF12,57649,17,-1,28905250,28951771,0.375014807,5.75094845,6.216633721,0.021387571,0.111302335
ENSG00000109133.13,TMEM33,55161,4,1,41935129,41960803,-0.263195683,6.020724347,8.746521711,0.007697046,0.061384966
ENSG00000109171.15,SLAIN2,57606,4,1,48341529,48426201,-0.189321018,5.730696257,7.617786483,0.011963334,0.079082212
ENSG00000109180.14,OCIAD1,54940,4,1,48805212,48861817,-0.201169284,6.641057969,5.389435387,0.030757896,0.137415874
ENSG00000109184.15,DCUN1D4,23142,4,1,51843000,51916837,0.041559513,5.282408525,0.128065964,0.724136639,0.850039046
ENSG00000109189.13,USP46,64854,4,-1,52590960,52659301,-0.007356876,4.432303538,0.004778396,0.945565176,0.970567928
ENSG00000109220.11,CHIC2,26511,4,-1,54009789,54064605,-0.147515414,3.579475207,0.679306911,0.419396181,0.623702844
ENSG00000109255.11,NMU,10874,4,-1,55595229,55636698,-0.444147192,5.285506727,3.720412713,0.067838959,0.220615833
ENSG00000109265.14,CRACD,57482,4,1,56049098,56330609,0.028789334,3.394400743,0.022560816,0.882085887,0.938857071
ENSG00000109270.13,LAMTOR3,8649,4,-1,99878336,99894428,-0.097555335,5.219460145,1.317664201,0.264348211,0.48127306
ENSG00000109320.12,NFKB1,4790,4,1,102501330,102617302,-0.044292265,5.811790509,0.240602933,0.629026466,0.783158009
ENSG00000109321.11,AREG,374,4,1,74445136,74455005,-0.916538077,5.167756284,20.64691433,0.000190625,0.007212688
ENSG00000109323.9,MANBA,4126,4,-1,102630770,102760994,0.214057104,5.133833044,2.39095029,0.137474138,0.332336079
ENSG00000109332.20,UBE2D3,7323,4,-1,102794383,102868896,-0.164813125,7.974960905,1.96501778,0.176069984,0.381296252
ENSG00000109381.19,ELF2,1998,4,-1,139028112,139177218,0.055622103,4.795951507,0.46143145,0.504621343,0.694802156
ENSG00000109390.12,NDUFC1,4717,4,-1,139266880,139302551,-0.194754571,5.199897054,0.641948969,0.432276427,0.634431188
ENSG00000109436.8,TBC1D9,23158,4,-1,140620782,140756385,0.310037806,4.640123248,2.839223534,0.107287993,0.289746688
ENSG00000109445.11,ZNF330,27309,4,1,141220887,141234697,-0.126431678,4.937404414,3.358903628,0.081539318,0.244945274
ENSG00000109452.12,INPP4B,8821,4,-1,142023160,142847432,-0.026863326,5.835427866,0.095687274,0.760217679,0.87262811
ENSG00000109458.8,GAB1,2549,4,1,143336876,143474565,0.182520953,3.941040324,1.15777929,0.294537973,0.51364921
ENSG00000109466.14,KLHL2,11275,4,1,165207561,165323156,-0.01358219,4.850350212,0.030082915,0.864018566,0.929947308
ENSG00000109472.14,CPE,1363,4,1,165361194,165498547,-0.160873577,5.58127705,0.504604244,0.485558374,0.679384571
ENSG00000109475.16,RPL34,6164,4,1,108620569,108630412,-0.319549554,8.890981284,0.949477173,0.341311606,0.557659255
ENSG00000109501.13,WFS1,7466,4,1,6269849,6303265,0.336675949,5.705981373,5.025753946,0.036284178,0.15173793
ENSG00000109511.11,ANXA10,11199,4,1,168092537,168187736,-0.602228672,2.082512154,1.112250174,0.303973678,0.521994575
ENSG00000109519.13,GRPEL1,80273,4,-1,7058671,7068085,-0.515683532,5.700222662,12.14090653,0.002296362,0.029799615
ENSG00000109534.17,GAR1,54433,4,1,109815510,109824740,-0.249044269,4.929523923,5.634664018,0.027568898,0.129569664
ENSG00000109536.12,FRG1,2483,4,1,189940870,189963202,-0.176325863,4.563918795,1.442922252,0.243483169,0.458573585
ENSG00000109572.13,CLCN3,1182,4,1,169612633,169723673,-0.048583874,6.832923812,0.418875101,0.524744411,0.710112909
ENSG00000109576.14,AADAT,51166,4,-1,170060222,170091699,-0.21196468,2.69417465,0.315273467,0.580603271,0.750909847
ENSG00000109586.12,GALNT7,51809,4,1,173168811,173323967,0.092689417,6.377860208,0.549234875,0.467110266,0.662522405
ENSG00000109606.13,DHX15,1665,4,-1,24517441,24584554,-0.307990568,7.213521692,9.680287593,0.005429553,0.050648253
ENSG00000109610.6,SOD3,6649,4,1,24789912,24800842,0.070044971,5.626999458,0.05466624,0.817473624,0.903385816
ENSG00000109618.12,SEPSECS,51091,4,-1,25120014,25160550,0.148811765,4.029633901,1.007861573,0.327222841,0.544293859
ENSG00000109654.15,TRIM2,23321,4,1,153152163,153339319,0.318695557,6.274054563,6.287033694,0.020751797,0.109618106
ENSG00000109670.15,FBXW7,55294,4,-1,152320544,152536092,-0.083814878,4.177780065,0.673141466,0.421480338,0.624913611
ENSG00000109674.4,NEIL3,55247,4,1,177309874,177362936,-1.03421703,2.796864748,23.3526847,9.71E-05,0.005047598
ENSG00000109680.11,TBC1D19,55296,4,1,26576437,26756223,0.072818054,1.928044029,0.307215344,0.58544375,0.754192893
ENSG00000109685.18,NSD2,7468,4,1,1871393,1982207,-0.361188837,7.119842418,7.701803511,0.011567991,0.077368839
ENSG00000109686.18,SH3D19,152503,4,-1,151102751,151325605,-0.060162413,6.160371912,0.496038707,0.489240465,0.682555056
ENSG00000109689.16,STIM2,57620,4,1,26857601,27025381,0.055866782,4.275166994,0.194427223,0.663913274,0.809253945
ENSG00000109705.7,NKX3-2,579,4,-1,13540830,13544508,0.972396289,-0.269589112,5.04054702,0.036038594,0.151180273
ENSG00000109736.15,MFSD10,10227,4,-1,2930561,2934834,-0.365976418,6.132890109,10.24554897,0.004423598,0.044467068
ENSG00000109738.11,GLRB,2743,4,1,157076125,157172090,0.375206172,2.557881706,0.941991985,0.343179196,0.559030568
ENSG00000109743.11,BST1,683,4,1,15703065,15738313,0.98412874,0.65805823,6.276614996,0.020844535,0.109699112
ENSG00000109756.9,RAPGEF2,9693,4,1,159103013,159360174,0.131859103,4.991541859,0.971589496,0.335877432,0.552665435
ENSG00000109762.16,SNX25,83891,4,1,185204237,185370185,-0.4560157,4.177540346,19.15524477,0.000282367,0.008907445
ENSG00000109771.15,LRP2BP,55805,4,-1,185363872,185395924,0.201309951,0.794912647,0.569603913,0.459075649,0.656518631
ENSG00000109775.11,UFSP2,55325,4,-1,185399537,185425979,-0.039188104,4.593054921,0.149952336,0.702607352,0.835831584
ENSG00000109787.13,KLF3,51274,4,1,38664197,38701517,0.103533724,6.341466623,1.099381042,0.306714964,0.52469527
ENSG00000109790.16,KLHL5,51088,4,1,39045039,39126857,0.164834166,6.030433762,1.389451714,0.252118226,0.467451137
ENSG00000109794.13,FAM149A,25854,4,1,186104419,186175337,0.031954269,0.493202902,0.000504654,0.982296588,0.991370423
ENSG00000109805.10,NCAPG,64151,4,1,17810979,17844865,-1.136161337,5.227321115,26.90982982,4.26E-05,0.003189907
ENSG00000109814.12,UGDH,7358,4,-1,39498755,39528311,-0.051071712,6.347402696,0.478965183,0.49672507,0.688433655
ENSG00000109846.8,CRYAB,1410,11,-1,111908564,111923722,0.538041494,-0.364326058,1.079389006,0.311040801,0.528804693
ENSG00000109854.13,HTATIP2,10553,11,1,20363685,20383782,-0.088055268,6.362565375,0.312675566,0.582154792,0.751833658
ENSG00000109861.16,CTSC,1075,11,-1,88265069,88359684,-0.690926019,7.903198883,30.86379424,1.84E-05,0.002171524
ENSG00000109881.17,CCDC34,91057,11,-1,27330827,27363234,-0.358192318,4.370661201,6.764517366,0.016959474,0.097210262
ENSG00000109911.19,ELP4,26610,11,1,31509755,31790324,-0.106348475,3.873177832,1.032570309,0.321504156,0.539243056
ENSG00000109917.11,ZPR1,8882,11,-1,116773799,116788039,-0.262039629,5.848262081,4.014605416,0.058624658,0.202376766
ENSG00000109919.10,MTCH2,23788,11,-1,47617315,47642607,-0.337259513,6.326306839,4.379513843,0.049121507,0.183236415
ENSG00000109920.12,FNBP4,23360,11,-1,47716494,47767443,0.096074091,5.567677653,0.335942915,0.568552294,0.742740704
ENSG00000109929.10,SC5D,6309,11,1,121292681,121313410,-0.369762304,6.037055333,15.55921682,0.00078119,0.015451736
ENSG00000109944.10,JHY,79864,11,1,122882683,122963862,0.245032379,1.759153881,0.356726279,0.556928252,0.734506647
ENSG00000109956.13,B3GAT1,27087,11,-1,134378504,134412242,-0.68033938,-1.037900402,3.119228342,0.092396009,0.265085035
ENSG00000109971.14,HSPA8,3312,11,-1,123057489,123063230,-0.288619803,10.68533271,5.407357635,0.030511233,0.136775867
ENSG00000110002.15,VWA5A,4013,11,1,124115404,124147721,1.122706175,4.709633202,26.68556817,4.48E-05,0.003294151
ENSG00000110011.13,DNAJC4,3338,11,1,64230278,64234286,0.207289527,5.105023254,1.116742698,0.303024564,0.521428318
ENSG00000110013.12,SIAE,54414,11,-1,124633113,124695707,0.268718937,6.281268698,8.503279289,0.008448794,0.064573313
ENSG00000110025.13,SNX15,29907,11,1,65027439,65040572,0.148900016,5.021716606,2.66287552,0.118118309,0.305680921
ENSG00000110031.12,LPXN,9404,11,-1,58526871,58578220,-0.518242258,2.85280218,3.641210092,0.070597259,0.225363679
ENSG00000110042.8,DTX4,23220,11,1,59171430,59208588,0.269751316,6.074598519,2.176959957,0.155420303,0.356193778
ENSG00000110046.13,ATG2A,23130,11,-1,64894546,64917211,0.372022619,5.632208409,4.191078905,0.053788833,0.192439729
ENSG00000110047.18,EHD1,10938,11,-1,64851642,64888296,-0.063587369,6.79385383,0.592506715,0.450308597,0.649149914
ENSG00000110048.12,OSBP,5007,11,-1,59574398,59615774,0.105902106,6.893461162,1.084655729,0.309893151,0.527652729
ENSG00000110057.8,UNC93B1,81622,11,-1,67991100,68004982,0.274808905,6.791820829,10.94899021,0.003449365,0.038053188
ENSG00000110060.9,PUS3,83480,11,-1,125893485,125903221,0.077819092,3.783094949,0.262057535,0.614229431,0.772085707
ENSG00000110063.10,DCPS,28960,11,1,126304060,126350005,0.070797122,5.114132339,0.832523893,0.372243644,0.584737247
ENSG00000110066.15,KMT5B,51111,11,-1,68154863,68213852,0.155926348,5.969804211,2.02714568,0.169687163,0.373966965
ENSG00000110074.10,FOXRED1,55572,11,1,126269024,126278131,-0.168226433,5.012060307,3.921001198,0.061390825,0.208086164
ENSG00000110075.14,PPP6R3,55291,11,1,68460731,68615334,-0.112724383,6.557032086,1.461712653,0.240539544,0.455129604
ENSG00000110076.18,NRXN2,9379,11,-1,64606174,64723197,0.463192728,-0.036763996,0.809485671,0.378812518,0.590169398
ENSG00000110080.18,ST3GAL4,6484,11,1,126355640,126440344,-0.063144265,5.96266119,0.077043094,0.784149869,0.887008628
ENSG00000110090.13,CPT1A,1374,11,-1,68754620,68844410,0.443433306,6.908623942,10.34340715,0.004271402,0.043423233
ENSG00000110092.3,CCND1,595,11,1,69641156,69654474,-0.139825192,8.571593449,1.288537712,0.269531732,0.486153244
ENSG00000110104.13,CCDC86,79080,11,1,60842113,60851081,-0.235578816,5.568799383,3.150438349,0.090890947,0.262052979
ENSG00000110107.9,PRPF19,27339,11,-1,60890547,60906585,-0.094972422,7.211756987,0.931396003,0.34584775,0.56154402
ENSG00000110108.10,TMEM109,79073,11,1,60914158,60923443,-0.147317245,6.3074025,1.875152802,0.185833218,0.393271554
ENSG00000110171.20,TRIM3,10612,11,-1,6448613,6474459,0.093708619,3.686318569,0.46998355,0.500742659,0.691440658
ENSG00000110172.12,CHORDC1,26973,11,-1,90200429,90223077,-0.386972523,5.354271733,6.123887088,0.0222588,0.113797061
ENSG00000110200.8,ANAPC15,25906,11,-1,72106378,72112780,-0.33803713,4.854968223,2.86480222,0.105816254,0.287310007
ENSG00000110218.9,PANX1,24145,11,1,94128841,94181968,-0.14079295,4.768882408,1.592780873,0.221224799,0.434446451
ENSG00000110237.4,ARHGEF17,9828,11,1,73308276,73369388,0.678853156,5.356945582,11.61409876,0.002742779,0.033202688
ENSG00000110274.16,CEP164,22897,11,1,117314557,117413266,0.003603174,4.912025715,0.000431507,0.983629594,0.991951084
ENSG00000110315.7,RNF141,50862,11,-1,10511673,10541230,-0.080996085,5.675228878,0.449006026,0.510352125,0.6997181
ENSG00000110318.13,CEP126,57562,11,1,101915010,102001062,0.490068647,3.219445897,5.319500429,0.031742175,0.139417163
ENSG00000110321.17,EIF4G2,1982,11,-1,10797050,10808940,-0.186951367,9.67453539,5.048399873,0.035908991,0.150944229
ENSG00000110328.6,GALNT18,374378,11,-1,11270877,11622005,0.024841832,3.029470678,0.004005322,0.950155974,0.973274881
ENSG00000110330.8,BIRC2,329,11,1,102347211,102378670,-0.063026502,6.114456433,0.336432499,0.568272952,0.742544475
ENSG00000110344.9,UBE4A,9354,11,1,118359600,118399211,0.174025937,5.577906695,1.204655305,0.2852309,0.503150893
ENSG00000110367.13,DDX6,1656,11,-1,118747763,118791164,-0.118540685,6.57587982,3.335125491,0.082547458,0.247193908
ENSG00000110395.6,CBL,867,11,1,119206298,119313926,-0.211165326,5.331996987,2.585373253,0.123284336,0.312915019
ENSG00000110400.11,NECTIN1,5818,11,-1,119623408,119729200,-0.096644174,5.643581632,0.237430509,0.631283874,0.784807917
ENSG00000110422.12,HIPK3,10114,11,1,33256672,33357023,-0.026165367,5.723501529,0.064509538,0.802058002,0.895608164
ENSG00000110427.15,KIAA1549L,25758,11,1,33376108,33674102,-0.962753769,3.149530515,10.77263805,0.003669032,0.039474328
ENSG00000110429.14,FBXO3,26273,11,-1,33740939,33774543,0.111469418,5.083253106,1.693361433,0.207721971,0.419320382
ENSG00000110435.11,PDHX,8050,11,1,34915829,35020591,-0.141115577,5.207880116,4.421488667,0.048145849,0.181172894
ENSG00000110442.12,COMMD9,29099,11,-1,36269284,36289449,-0.093871979,4.738788324,0.301386581,0.58899747,0.756464142
ENSG00000110446.11,SLC15A3,51296,11,-1,60937060,60952653,-0.131224345,1.506117631,0.1013592,0.753453965,0.869444437
ENSG00000110455.13,ACCS,84680,11,1,44065925,44084237,0.69948563,2.3860138,9.016876698,0.006947584,0.058074068
ENSG00000110492.15,MDK,4192,11,1,46380756,46383837,0.25798615,7.150684713,1.370384275,0.255293374,0.470875222
ENSG00000110497.14,AMBRA1,55626,11,-1,46396414,46594125,0.179089603,5.450994742,4.013529065,0.058655643,0.202398931
ENSG00000110514.19,MADD,8567,11,1,47269161,47330031,0.042233641,5.90991337,0.110061248,0.74347217,0.863473886
ENSG00000110536.14,PTPMT1,114971,11,1,47565430,47573461,-0.340538773,5.589104427,2.080742516,0.164406863,0.366709793
ENSG00000110583.13,NAA40,79829,11,1,63938959,63957319,0.105534448,5.013755703,0.445439718,0.51201837,0.700854395
ENSG00000110619.17,CARS1,833,11,-1,3000922,3057613,-0.040520065,5.758779763,0.252660261,0.620612882,0.777497723
ENSG00000110628.14,SLC22A18,5002,11,1,2899721,2925246,0.262162659,4.842983725,3.37811534,0.080735209,0.243780154
ENSG00000110651.11,CD81,975,11,1,2376177,2397802,-0.056684455,7.32498399,0.15557125,0.697376652,0.832845421
ENSG00000110660.15,SLC35F2,54733,11,-1,107790991,107928293,-0.660904354,6.018319275,17.00391636,0.000512412,0.012414009
ENSG00000110696.10,C11orf58,10944,11,1,16613132,16758340,-0.270685068,7.361529016,4.867785421,0.039028345,0.158442092
ENSG00000110697.13,PITPNM1,9600,11,-1,67491768,67506263,0.062236356,6.81997566,0.717287038,0.406900846,0.614303819
ENSG00000110700.7,RPS13,6207,11,-1,17074388,17077715,-0.34719656,8.883910631,1.410380979,0.248691829,0.464232392
ENSG00000110711.10,AIP,9049,11,1,67468174,67491154,-0.098133053,6.273039372,0.26691261,0.610988279,0.769735515
ENSG00000110713.17,NUP98,4928,11,-1,3671083,3797792,-0.152777845,6.698079082,1.737510211,0.202122879,0.41339029
ENSG00000110717.13,NDUFS8,4728,11,1,68030617,68036644,-0.279813897,6.109908877,1.556555362,0.226358949,0.440297223
ENSG00000110719.10,TCIRG1,10312,11,1,68039025,68050895,0.253092003,6.343876153,6.974101696,0.015545453,0.092776807
ENSG00000110721.12,CHKA,1119,11,-1,68052859,68121444,0.094468474,5.440877434,0.354170474,0.558332441,0.735605507
ENSG00000110723.12,EXPH5,23086,11,-1,108505435,108593768,0.456681799,3.542445944,1.7882775,0.195915548,0.404938228
ENSG00000110756.17,HPS5,11234,11,-1,18278668,18322198,-0.115942887,4.551505372,1.073654378,0.312297036,0.530137502
ENSG00000110768.12,GTF2H1,2965,11,1,18322295,18367045,-0.21937709,5.241732357,7.123186976,0.014619894,0.089187741
ENSG00000110801.13,PSMD9,5715,12,1,121888732,121918297,-0.138167418,5.76749522,0.694292275,0.414396513,0.619456335
ENSG00000110811.20,P3H3,10536,12,1,6828407,6839847,0.26096283,4.490159559,1.003232885,0.328309807,0.545544833
ENSG00000110841.14,PPFIBP1,8496,12,1,27523431,27695564,-0.027273227,5.374913315,0.021662157,0.88444008,0.94015623
ENSG00000110844.13,PRPF40B,25766,12,1,49568218,49644666,0.362410366,4.146538982,7.05124651,0.015058591,0.090796427
ENSG00000110851.12,PRDM4,11108,12,-1,107732871,107761272,-0.015012642,5.429423298,0.062133243,0.805658057,0.897513197
ENSG00000110852.4,CLEC2B,9976,12,-1,9852369,9869386,-0.750553584,2.709838473,5.068510678,0.035579484,0.149954834
ENSG00000110871.15,COQ5,84274,12,-1,120503279,120534434,-0.125665426,4.737921045,0.713366164,0.408164206,0.614779364
ENSG00000110876.9,SELPLG,6404,12,-1,108621895,108633894,0.23484148,3.391742545,1.60533116,0.219480592,0.433426707
ENSG00000110880.10,CORO1C,23603,12,-1,108645109,108731526,-0.399595078,7.43405818,10.64202173,0.003841725,0.040535454
ENSG00000110881.11,ASIC1,41,12,1,50057548,50083611,0.012864915,4.458996729,0.011877071,0.914285937,0.95441614
ENSG00000110888.17,CAPRIN2,65981,12,-1,30709552,30823302,-0.969069073,5.331547508,35.68618846,7.19E-06,0.00164842
ENSG00000110900.15,TSPAN11,441631,12,1,30926428,30996602,-0.288334955,1.881666281,0.403243954,0.532505356,0.715444312
ENSG00000110906.13,KCTD10,83892,12,-1,109448655,109477359,0.001232293,6.106828049,0.000340183,0.985464536,0.992855794
ENSG00000110911.15,SLC11A2,4891,12,-1,50979401,51028566,0.085972815,5.875345182,1.119190002,0.302509226,0.520807679
ENSG00000110917.8,MLEC,9761,12,1,120687149,120701859,-0.085364955,8.771411165,0.99570883,0.330087458,0.547032242
ENSG00000110921.14,MVK,4598,12,1,109573255,109598125,-0.059822351,4.585366493,0.091686147,0.765122716,0.87541009
ENSG00000110925.6,CSRNP2,81566,12,-1,51061205,51083664,0.094070453,5.068758968,0.828357939,0.373419057,0.585871033
ENSG00000110931.19,CAMKK2,10645,12,-1,121237675,121298308,0.128411297,6.063520872,3.432371703,0.078513485,0.23979377
ENSG00000110934.11,BIN2,51411,12,-1,51281038,51324668,0.236868011,-0.615610232,0.112403299,0.740861317,0.861779096
ENSG00000110944.9,IL23A,51561,12,1,56334174,56340410,-0.098811958,0.024317384,0.040637033,0.842244717,0.918676823
ENSG00000110955.9,ATP5F1B,506,12,-1,56638175,56645984,-0.084932748,9.519611925,0.550029361,0.466792536,0.662280963
ENSG00000110958.16,PTGES3,10728,12,-1,56663341,56688408,-0.444238299,8.200948999,19.34556862,0.000268323,0.008711926
ENSG00000110987.8,BCL7A,605,12,1,122019422,122062044,0.011065531,4.504238553,0.011145151,0.916958374,0.956215011
ENSG00000111011.18,RSRC2,65117,12,-1,122503454,122527000,0.009874168,5.848826383,0.014509305,0.905306265,0.949702816
ENSG00000111012.10,CYP27B1,1594,12,-1,57762334,57768986,-0.297770174,2.435704218,1.158632311,0.29436499,0.513547004
ENSG00000111057.11,KRT18,3875,12,1,52948871,52952906,-0.325857859,10.38695338,4.361360598,0.049550427,0.1838183
ENSG00000111077.17,TNS2,23371,12,1,53046969,53064379,0.634659468,5.145564442,12.32301117,0.002161261,0.028786169
ENSG00000111087.10,GLI1,2735,12,1,57459785,57472268,-0.311070559,2.725549553,0.531865994,0.474147412,0.669038841
ENSG00000111110.12,PPM1H,57460,12,-1,62643994,62935150,0.15656416,3.442228543,0.127298685,0.724928151,0.850490922
ENSG00000111142.14,METAP2,10988,12,1,95473520,95515839,-0.334415278,7.169362404,14.4237357,0.001102873,0.019119308
ENSG00000111144.10,LTA4H,4048,12,-1,96000753,96043520,-0.012106146,7.134182575,0.015571644,0.90191904,0.948413508
ENSG00000111145.8,ELK3,2004,12,1,96194375,96269824,-0.412543438,6.512835129,20.24470832,0.000211603,0.007641524
ENSG00000111181.12,SLC6A12,6539,12,-1,190077,214570,0.668496661,0.413124433,4.254768701,0.052156858,0.189578051
ENSG00000111186.13,WNT5B,81029,12,1,1529891,1647212,1.046365803,4.316266045,64.46932792,9.84E-08,0.000198538
ENSG00000111196.10,MAGOHB,55110,12,-1,10604193,10613609,-0.583165602,4.106430615,6.835085622,0.016467893,0.095819661
ENSG00000111199.10,TRPV4,59341,12,-1,109783087,109833406,0.072938306,0.415158483,0.047132207,0.909887875,0.952159654
