,ensembl_gene_id,external_gene_name,entrezgene_id,chromosome_name,strand,start_position,end_position,gene_biotype,logFC,logCPM,F,PValue,FDR
ENSG00000116574.6,ENSG00000116574,RHOU,58480,1,1,228735479,228746664,protein_coding,0.401244724,5.545536136,8.822981152,0.004619812,0.014418179
ENSG00000116580.18,ENSG00000116580,GON4L,54856,1,-1,155749659,155859400,protein_coding,0.020855437,5.592381435,0.044112925,0.834525523,0.895916059
ENSG00000116584.18,ENSG00000116584,ARHGEF2,9181,1,-1,155946851,156007070,protein_coding,-0.181651916,6.770049218,5.283426894,0.025890723,0.060378816
ENSG00000116586.11,ENSG00000116586,LAMTOR2,28956,1,1,156054782,156058506,protein_coding,0.220924368,5.722149281,3.595464963,0.06391679,0.126683063
ENSG00000116604.18,ENSG00000116604,MEF2D,4209,1,-1,156463727,156500779,protein_coding,0.13358665,6.16100019,1.964832062,0.167379613,0.272459624
ENSG00000116641.17,ENSG00000116641,DOCK7,85440,1,-1,62454298,62688386,protein_coding,-0.21088277,5.350298664,10.49120627,0.00217047,0.007639466
ENSG00000116649.10,ENSG00000116649,SRM,6723,1,-1,11054584,11060020,protein_coding,-0.536062959,5.98121516,23.11713648,1.52E-05,0.000110119
ENSG00000116661.11,ENSG00000116661,FBXO2,26232,1,-1,11637018,11655785,protein_coding,0.910891294,5.423306461,72.76141994,3.30E-11,3.35E-09
ENSG00000116663.11,ENSG00000116663,FBXO6,26270,1,1,11664200,11674354,protein_coding,0.13526963,3.771484744,2.066524509,0.157000003,0.259324346
ENSG00000116667.14,ENSG00000116667,C1orf21,81563,1,1,184387029,184629019,protein_coding,-0.061492896,4.243116667,0.303423612,0.58427847,0.699576088
ENSG00000116668.13,ENSG00000116668,SWT1,54823,1,1,185157080,185291781,protein_coding,0.502359277,2.779720916,29.38280673,1.86E-06,1.85E-05
ENSG00000116670.15,ENSG00000116670,MAD2L2,10459,1,-1,11658918,11691811,protein_coding,-0.162484369,5.399380636,1.967286622,0.167119768,0.272102415
ENSG00000116675.16,ENSG00000116675,DNAJC6,9829,1,1,65248219,65415871,protein_coding,-0.190465459,2.640124395,2.123661234,0.151498965,0.25215508
ENSG00000116678.19,ENSG00000116678,LEPR,3953,1,1,65420652,65641559,protein_coding,0.105868579,3.110920244,0.999654609,0.322367911,0.451804782
ENSG00000116679.16,ENSG00000116679,IVNS1ABP,10625,1,-1,185296388,185317273,protein_coding,-0.219554923,7.658682887,4.672281674,0.035629303,0.078702314
ENSG00000116685.16,ENSG00000116685,KIAA2013,90231,1,-1,11919591,11926428,protein_coding,0.115775106,7.097015304,5.673202588,0.021204524,0.051306797
ENSG00000116688.16,ENSG00000116688,MFN2,9927,1,1,11980181,12015211,protein_coding,-0.093600744,7.020884125,2.587366315,0.114225287,0.201547631
ENSG00000116691.11,ENSG00000116691,MIIP,60672,1,1,12019466,12032045,protein_coding,0.001592909,4.234822664,0.000520473,0.981892561,0.990273494
ENSG00000116698.21,ENSG00000116698,SMG7,9887,1,1,183472216,183598246,protein_coding,-0.083921291,6.490644354,1.596470734,0.212457867,0.32837722
ENSG00000116701.14,ENSG00000116701,NCF2,4688,1,-1,183554461,183590905,protein_coding,-0.186643058,3.334089187,0.843190083,0.363040603,0.494604725
ENSG00000116704.8,ENSG00000116704,SLC35D1,23169,1,-1,66999350,67054148,protein_coding,-0.09000409,4.35445923,1.496319106,0.227162462,0.345241832
ENSG00000116711.10,ENSG00000116711,PLA2G4A,5321,1,1,186828949,186988981,protein_coding,-0.339512644,4.110249831,1.516537943,0.224095772,0.341815203
ENSG00000116717.13,ENSG00000116717,GADD45A,1647,1,1,67685201,67688334,protein_coding,-0.314869626,5.667051217,13.41805469,0.000617089,0.002629285
ENSG00000116729.14,ENSG00000116729,WLS,79971,1,-1,68098473,68233120,protein_coding,-0.202065651,6.142550602,0.841627763,0.363481741,0.494905393
ENSG00000116731.22,ENSG00000116731,PRDM2,7799,1,1,13700188,13825079,protein_coding,0.19497157,4.963424275,5.323334473,0.025363368,0.059323592
ENSG00000116741.8,ENSG00000116741,RGS2,5997,1,1,192809039,192812275,protein_coding,-0.074413387,5.674874988,0.399093452,0.530531223,0.654119503
ENSG00000116747.12,ENSG00000116747,RO60,6738,1,1,193059454,193091777,protein_coding,-0.092963573,5.259816422,3.954014946,0.052431453,0.107775321
ENSG00000116750.13,ENSG00000116750,UCHL5,51377,1,-1,193012250,193060080,protein_coding,-0.59003178,5.44079194,94.35594508,5.97E-13,2.12E-10
ENSG00000116752.6,ENSG00000116752,BCAS2,10286,1,-1,114567557,114581629,protein_coding,-0.107146369,5.67290528,2.276083154,0.137885528,0.234155076
ENSG00000116754.13,ENSG00000116754,SRSF11,9295,1,1,70205682,70253052,protein_coding,-0.001073069,7.267843129,0.000263811,0.987107906,0.992560727
ENSG00000116761.11,ENSG00000116761,CTH,1491,1,1,70411218,70439851,protein_coding,-0.070394905,4.372943442,0.370389213,0.545638715,0.667552542
ENSG00000116771.6,ENSG00000116771,AGMAT,79814,1,-1,15571699,15585051,protein_coding,-0.912435635,3.304208496,12.45486567,0.000925393,0.00369116
ENSG00000116786.13,ENSG00000116786,PLEKHM2,23207,1,1,15684320,15734769,protein_coding,0.163657153,6.27744538,18.38109663,8.59E-05,0.000484746
ENSG00000116791.14,ENSG00000116791,CRYZ,1429,1,-1,74705482,74733408,protein_coding,-0.021184772,5.955413443,0.175796135,0.676866719,0.776716246
ENSG00000116793.16,ENSG00000116793,PHTF1,10745,1,-1,113696831,113759489,protein_coding,-0.03084747,4.115840295,0.268046371,0.607004353,0.718610356
ENSG00000116809.11,ENSG00000116809,ZBTB17,7709,1,-1,15941869,15976132,protein_coding,0.22740539,4.840730401,24.53739449,9.30E-06,7.28E-05
ENSG00000116815.16,ENSG00000116815,CD58,965,1,-1,116514534,116571039,protein_coding,-0.29465226,4.107362008,10.00290001,0.002699034,0.009197062
ENSG00000116819.8,ENSG00000116819,TFAP2E,339488,1,1,35573314,35595328,protein_coding,0.25399514,0.953172359,1.701583463,0.198251555,0.311140315
ENSG00000116830.12,ENSG00000116830,TTF2,8458,1,1,117060326,117107453,protein_coding,-0.716025608,4.452755789,41.1846603,5.57E-08,1.02E-06
ENSG00000116833.14,ENSG00000116833,NR5A2,2494,1,1,200027614,200177420,protein_coding,0.51129628,1.944795692,2.645223844,0.111103665,0.197254035
ENSG00000116852.14,ENSG00000116852,KIF21B,23046,1,-1,200969390,201023714,protein_coding,0.120002718,3.271635409,0.598442473,0.442935956,0.573521804
ENSG00000116857.17,ENSG00000116857,TMEM9,252839,1,-1,201134772,201171574,protein_coding,0.228055242,6.51089585,6.536966709,0.01375603,0.035888772
ENSG00000116863.11,ENSG00000116863,ADPRS,54936,1,1,36088892,36093932,protein_coding,-0.069117353,5.490167883,1.101263251,0.299202241,0.427567811
ENSG00000116871.15,ENSG00000116871,MAP7D1,55700,1,1,36155579,36180849,protein_coding,0.098762254,7.101418328,2.411446755,0.126967715,0.219883662
ENSG00000116874.11,ENSG00000116874,WARS2,10352,1,-1,119031216,119140654,protein_coding,-0.039614042,4.15264373,0.300862203,0.585864397,0.7009536
ENSG00000116885.18,ENSG00000116885,OSCP1,127700,1,-1,36415827,36450451,protein_coding,0.545007703,2.816607007,20.84824703,3.43E-05,0.0002197
ENSG00000116898.12,ENSG00000116898,MRPS15,64960,1,-1,36455718,36464384,protein_coding,-0.137818518,5.855513945,1.151371539,0.288584451,0.416459455
ENSG00000116903.7,ENSG00000116903,EXOC8,149371,1,-1,231332753,231337852,protein_coding,-0.02706425,3.992961086,0.138821366,0.711082587,0.803210268
ENSG00000116906.13,ENSG00000116906,GNPAT,8443,1,1,231241207,231277973,protein_coding,0.005043324,5.750815785,0.006248039,0.937323187,0.9637972
ENSG00000116918.14,ENSG00000116918,TSNAX,7257,1,1,231528541,231566524,protein_coding,-0.061636426,5.445799831,2.258779103,0.139357595,0.236183401
ENSG00000116922.14,ENSG00000116922,C1orf109,54955,1,-1,37681570,37692249,protein_coding,-0.276703828,4.055694035,24.4841475,9.47E-06,7.39E-05
ENSG00000116954.8,ENSG00000116954,RRAGC,64121,1,-1,38838198,38859772,protein_coding,0.236746758,5.135298095,26.76906395,4.37E-06,3.82E-05
ENSG00000116962.15,ENSG00000116962,NID1,4811,1,-1,235975830,236065109,protein_coding,-0.135111422,2.449912418,0.202929716,0.654378393,0.758234577
ENSG00000116977.18,ENSG00000116977,LGALS8,3964,1,1,236518000,236552981,protein_coding,-0.014992572,5.596113606,0.045410367,0.832146508,0.893948441
ENSG00000116984.13,ENSG00000116984,MTR,4548,1,1,236795260,236921278,protein_coding,-0.154984018,5.337035275,2.789766758,0.101325172,0.183349016
ENSG00000116985.12,ENSG00000116985,BMP8B,656,1,-1,39757182,39788865,protein_coding,0.184926935,3.004691824,3.841791345,0.055762258,0.113461875
ENSG00000116990.11,ENSG00000116990,MYCL,4610,1,-1,39895426,39902256,protein_coding,1.218398099,4.053982787,52.58577226,2.90E-09,9.52E-08
ENSG00000116991.10,ENSG00000116991,SIPA1L2,57568,1,-1,232397965,232630571,protein_coding,-0.268391567,4.296433859,1.685033129,0.382033309,0.513106486
ENSG00000117000.9,ENSG00000117000,RLF,6018,1,1,40161387,40240921,protein_coding,-0.323948169,4.918581406,20.52582168,3.86E-05,0.000242438
ENSG00000117009.12,ENSG00000117009,KMO,8564,1,1,241532134,241595642,protein_coding,-0.164728514,1.984127881,0.163328773,0.687890829,0.784978776
ENSG00000117010.17,ENSG00000117010,ZNF684,127396,1,1,40531573,40548167,protein_coding,0.0257522,1.84367298,0.06215091,0.804183314,0.873993688
ENSG00000117013.16,ENSG00000117013,KCNQ4,9132,1,1,40783787,40840452,protein_coding,-0.474431987,1.677989576,3.662076817,0.06158956,0.122905389
ENSG00000117016.10,ENSG00000117016,RIMS3,9783,1,-1,40620680,40665682,protein_coding,0.576922239,3.769347728,20.75865476,3.54E-05,0.000225815
ENSG00000117020.17,ENSG00000117020,AKT3,10000,1,-1,243488233,243851079,protein_coding,-0.157141176,4.203476658,0.862508151,0.357647582,0.489037959
ENSG00000117036.12,ENSG00000117036,ETV3,2117,1,-1,157121191,157138474,protein_coding,-0.141905309,5.376742262,6.013556628,0.017852918,0.044615734
ENSG00000117054.13,ENSG00000117054,ACADM,34,1,1,75724431,75787575,protein_coding,0.11859291,6.086974576,5.311004446,0.025525059,0.059639643
ENSG00000117114.19,ENSG00000117114,ADGRL2,23266,1,1,81306147,81993932,protein_coding,0.1559523,5.412363535,0.392888253,0.533731413,0.65680268
ENSG00000117115.13,ENSG00000117115,PADI2,11240,1,-1,17066761,17119451,protein_coding,0.38424209,3.43907693,1.563209313,0.217208648,0.33384305
ENSG00000117118.9,ENSG00000117118,SDHB,6390,1,-1,17018722,17054032,protein_coding,-0.180335518,6.086294443,3.466028114,0.068720953,0.134377405
ENSG00000117122.13,ENSG00000117122,MFAP2,4237,1,-1,16974502,16980632,protein_coding,0.158534711,2.615127268,0.219007899,0.641897971,0.747696789
ENSG00000117133.11,ENSG00000117133,RPF1,80135,1,1,84479259,84498352,protein_coding,-0.249595185,5.685777277,14.82823067,0.00034577,0.001596135
ENSG00000117139.17,ENSG00000117139,KDM5B,10765,1,-1,202724495,202808487,protein_coding,0.030088243,6.300750794,0.11335625,0.737810856,0.824351471
ENSG00000117143.13,ENSG00000117143,UAP1,6675,1,1,162561722,162601240,protein_coding,-0.311420971,6.513319504,22.36184268,1.99E-05,0.000138238
ENSG00000117151.13,ENSG00000117151,CTBS,1486,1,-1,84549611,84574480,protein_coding,0.023502328,4.181082546,0.148379957,0.701776464,0.796505643
ENSG00000117152.13,ENSG00000117152,RGS4,5999,1,1,163068775,163076802,protein_coding,-0.527540294,5.260871631,1.639725179,0.207166467,0.322269581
ENSG00000117153.16,ENSG00000117153,KLHL12,59349,1,-1,202891116,202928636,protein_coding,0.13048038,5.513154884,10.67193029,0.002003528,0.007128241
ENSG00000117155.16,ENSG00000117155,SSX2IP,117178,1,-1,84643706,84690803,protein_coding,-0.241776142,5.097705694,19.23567911,6.22E-05,0.000366761
ENSG00000117174.11,ENSG00000117174,ZNHIT6,54680,1,-1,85649417,85708433,protein_coding,-0.205752696,5.118099221,13.06118882,0.000716377,0.002989341
ENSG00000117222.14,ENSG00000117222,RBBP5,5929,1,-1,205086142,205122015,protein_coding,-0.162366338,4.421011021,7.4430371,0.008849485,0.024885714
ENSG00000117226.12,ENSG00000117226,GBP3,2635,1,-1,89006679,89022894,protein_coding,0.020564396,5.214083702,0.017731006,0.8946208,0.935732586
ENSG00000117228.10,ENSG00000117228,GBP1,2633,1,-1,89051882,89065360,protein_coding,0.039980047,3.818074702,0.07721821,0.782287117,0.857257359
ENSG00000117245.12,ENSG00000117245,KIF17,57576,1,-1,20664014,20718017,protein_coding,0.147454043,0.636287685,0.227004764,0.635898188,0.742441587
ENSG00000117262.19,ENSG00000117262,GPR89A,653519,1,1,145607988,145670650,protein_coding,-0.077826404,4.473475152,1.301188283,0.259610685,0.383622865
ENSG00000117266.15,ENSG00000117266,CDK18,5129,1,1,205504596,205532793,protein_coding,0.257146555,4.149612479,5.919861176,0.018714967,0.046382817
ENSG00000117280.13,ENSG00000117280,RAB29,8934,1,-1,205767986,205775482,protein_coding,-0.048922729,3.74961414,0.477191983,0.524672755,0.649749319
ENSG00000117298.16,ENSG00000117298,ECE1,1889,1,-1,21217247,21345572,protein_coding,-0.184132614,8.179831846,2.947431347,0.092409755,0.170328326
ENSG00000117305.15,ENSG00000117305,HMGCL,3155,1,-1,23801885,23838620,protein_coding,0.441475041,5.145260045,29.77345919,1.64E-06,1.66E-05
ENSG00000117308.15,ENSG00000117308,GALE,2582,1,-1,23795599,23800781,protein_coding,-0.155772413,6.039341261,4.126795657,0.047720651,0.09952008
ENSG00000117318.9,ENSG00000117318,ID3,3399,1,-1,23557926,23559501,protein_coding,0.589345354,5.985775243,10.42503384,0.002235204,0.007830482
ENSG00000117335.19,ENSG00000117335,CD46,4179,1,1,207752037,207795513,protein_coding,-0.310907072,7.794608112,18.04620277,9.75E-05,0.00053983
ENSG00000117360.13,ENSG00000117360,PRPF3,9129,1,1,150321479,150353233,protein_coding,-0.317278026,5.280171515,36.97865265,1.83E-07,2.69E-06
ENSG00000117362.13,ENSG00000117362,APH1A,51107,1,-1,150265399,150269580,protein_coding,0.180619783,7.932059347,9.103289873,0.004060178,0.012942785
ENSG00000117385.15,ENSG00000117385,P3H1,64175,1,-1,42746335,42767084,protein_coding,0.130724488,5.336257308,3.790760902,0.057352903,0.116102134
ENSG00000117394.21,ENSG00000117394,SLC2A1,6513,1,-1,42925353,42958893,protein_coding,-0.752149985,8.790654111,42.62185707,3.76E-08,7.40E-07
ENSG00000117395.12,ENSG00000117395,EBNA1BP2,10969,1,-1,43164175,43270936,protein_coding,-0.47432322,6.475301527,39.03161642,1.02E-07,1.65E-06
ENSG00000117399.14,ENSG00000117399,CDC20,991,1,1,43358981,43363203,protein_coding,-0.711100798,6.545944741,32.59732521,6.78E-07,7.88E-06
ENSG00000117407.17,ENSG00000117407,ARTN,9048,1,1,43933320,43937240,protein_coding,-0.498690841,1.055100456,6.326838565,0.015265381,0.039196471
ENSG00000117408.11,ENSG00000117408,IPO13,9670,1,1,43946950,43968022,protein_coding,0.19941134,4.836872715,13.5095808,0.000594026,0.002547448
ENSG00000117410.14,ENSG00000117410,ATP6V0B,533,1,1,43974487,43978295,protein_coding,-0.057113409,6.386956295,0.316538382,0.576292892,0.693673233
ENSG00000117411.16,ENSG00000117411,B4GALT2,8704,1,1,43978943,43991170,protein_coding,-0.077051102,6.20638701,0.718049135,0.400956469,0.53178039
ENSG00000117419.15,ENSG00000117419,ERI3,79033,1,-1,44221070,44355260,protein_coding,0.105172827,5.616431571,1.720207473,0.195855546,0.308323561
ENSG00000117425.14,ENSG00000117425,PTCH2,8643,1,-1,44819844,44843253,protein_coding,-0.202566609,-0.25943926,0.428728813,0.515713912,0.641665103
ENSG00000117448.13,ENSG00000117448,AKR1A1,10327,1,1,45550543,45570049,protein_coding,0.271506246,6.530153628,9.490789042,0.003401538,0.011194411
ENSG00000117450.14,ENSG00000117450,PRDX1,5052,1,-1,45510914,45542732,protein_coding,-0.198462191,9.272118561,3.523770038,0.066530318,0.130845872
ENSG00000117461.15,ENSG00000117461,PIK3R3,8503,1,-1,46040140,46133036,protein_coding,0.753262057,5.762639847,49.4457333,6.31E-09,1.75E-07
ENSG00000117472.10,ENSG00000117472,TSPAN1,10103,1,1,46175073,46185962,protein_coding,0.163705699,8.15935737,0.699280493,0.407136189,0.538398239
ENSG00000117475.14,ENSG00000117475,BLZF1,8548,1,1,169367970,169396540,protein_coding,-0.127247801,5.063129606,7.342483687,0.009287951,0.025891702
ENSG00000117477.12,ENSG00000117477,CCDC181,57821,1,-1,169394870,169460669,protein_coding,0.137113215,-0.206735855,0.172562409,0.758314454,0.839662614
ENSG00000117479.14,ENSG00000117479,SLC19A2,10560,1,-1,169463909,169485944,protein_coding,-0.304821302,3.894567711,13.8527857,0.000515284,0.002257195
ENSG00000117480.16,ENSG00000117480,FAAH,2166,1,1,46394317,46413848,protein_coding,0.330840137,4.114360782,5.42177299,0.024111267,0.056908842
ENSG00000117481.10,ENSG00000117481,NSUN4,387338,1,1,46340789,46365152,protein_coding,-0.144994851,4.046562326,7.097311925,0.010456612,0.0285643
ENSG00000117500.13,ENSG00000117500,TMED5,50999,1,-1,93149742,93180516,protein_coding,-0.172748263,6.156830718,11.40520769,0.001452868,0.005421088
ENSG00000117505.13,ENSG00000117505,DR1,1810,1,1,93345907,93369493,protein_coding,-0.223009676,6.295891524,24.11853162,1.07E-05,8.22E-05
ENSG00000117519.16,ENSG00000117519,CNN3,1266,1,-1,94896949,94927223,protein_coding,-0.066281633,6.731421518,0.267752156,0.607201201,0.718722656
ENSG00000117523.16,ENSG00000117523,PRRC2C,23215,1,1,171485530,171593511,protein_coding,-0.18986957,7.014098955,5.225798845,0.02667315,0.061839473
ENSG00000117525.14,ENSG00000117525,F3,2152,1,-1,94529173,94541759,protein_coding,-1.07051527,7.084900202,52.16580602,3.21E-09,1.02E-07
ENSG00000117528.13,ENSG00000117528,ABCD3,5825,1,1,94418389,94518666,protein_coding,-0.04766781,5.724375155,0.765803911,0.38584144,0.517400119
ENSG00000117533.15,ENSG00000117533,VAMP4,8674,1,-1,171700160,171742074,protein_coding,0.144923356,3.95658818,6.044280484,0.017579564,0.044063403
ENSG00000117543.21,ENSG00000117543,DPH5,51611,1,-1,100989623,101026088,protein_coding,-0.019962275,4.659292785,0.037673118,0.84691355,0.90438604
ENSG00000117569.18,ENSG00000117569,PTBP2,58155,1,1,96721665,96823738,protein_coding,-0.11550928,3.773375992,1.952019887,0.168743681,0.274282296
ENSG00000117586.11,ENSG00000117586,TNFSF4,7292,1,-1,173183731,173207331,protein_coding,0.603079469,-0.114255891,5.998601373,0.406219478,0.537449795
ENSG00000117592.9,ENSG00000117592,PRDX6,9588,1,1,173477330,173488815,protein_coding,-0.106670486,7.424797566,1.724016143,0.19536985,0.30772122
ENSG00000117593.11,ENSG00000117593,DARS2,55157,1,1,173824653,173858808,protein_coding,-0.379733139,5.145126609,29.61825946,1.73E-06,1.73E-05
ENSG00000117595.12,ENSG00000117595,IRF6,3664,1,-1,209785617,209806175,protein_coding,0.20512178,5.599767991,0.707317761,0.40447268,0.535664832
ENSG00000117597.18,ENSG00000117597,UTP25,27042,1,1,209827972,209857565,protein_coding,-0.30020102,4.888329473,20.52815072,3.86E-05,0.000242428
ENSG00000117602.12,ENSG00000117602,RCAN3,11123,1,1,24502351,24541040,protein_coding,0.238705692,4.634994397,9.923308916,0.002797312,0.009481578
ENSG00000117614.10,ENSG00000117614,SYF2,25949,1,-1,25222276,25232502,protein_coding,0.162466892,6.068130156,4.360651186,0.04206423,0.090137636
ENSG00000117616.18,ENSG00000117616,RSRP1,57035,1,-1,25242249,25338213,protein_coding,0.093375458,6.029589594,0.16811318,0.683603846,0.781594827
ENSG00000117620.15,ENSG00000117620,SLC35A3,23443,1,1,99969351,100035634,protein_coding,0.092617045,5.927112665,2.389885031,0.128638404,0.222262609
ENSG00000117625.13,ENSG00000117625,RCOR3,55758,1,1,211258377,211316385,protein_coding,0.390923035,4.894375642,34.80613565,3.48E-07,4.55E-06
ENSG00000117632.23,ENSG00000117632,STMN1,3925,1,-1,25884181,25906991,protein_coding,-0.174567725,8.226347296,2.672490196,0.108586042,0.193523946
ENSG00000117640.18,ENSG00000117640,MTFR1L,56181,1,1,25818640,25832942,protein_coding,0.32266958,5.046236132,17.97614162,0.000100194,0.000551761
ENSG00000117643.14,ENSG00000117643,MAN1C1,57134,1,1,25616791,25786206,protein_coding,0.583522888,-0.492710132,4.067734271,0.049276818,0.102337148
